JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2455564.60556,0.1,,,Vis.,BBA,,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455564.62292,0.2,,,Vis.,HDAA,,01,21,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455564.87500,0.4,,,Vis.,GJCA,,0.1,0.4,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455565.434,0.5,,,Vis.,MTON,K,E,C,SPAVSS,"""\""E+3, C-1\""""",,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2455565.75139,0.4,,,Vis.,GJCA,,0.1,0.4,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455565.79792,0.5,,,Vis.,BBA,U,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455565.96667,0.5,,,Vis.,DMJA,,Beta Orionis,Kappa Orionis,10star,naked eye,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455566.31528,0.6,,,Vis.,RZM,,11,17,680301,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455566.6076,0.6,,,Vis.,DJIB,,ALFTAU,BETORI,CS,ALSO USED ALF CMI,,,Z,,,,alf Ori,AAVSO,STD,,,,
2455566.62569,0.4,,,Vis.,BGZ,,03,,SA1968,,,,Z,,,,ALF ORI,,STD,,,,
2455566.71806,0.5,,,Vis.,BBA,U,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455566.77639,0.4,,,Vis.,GJCA,,0.1,0.4,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455566.8,0.9,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455566.92708,0.5,,,Vis.,DMJA,,Beta Orionis,Kappa Orionis,10star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2455567.38542,0.6,,,Vis.,FCHA,B,0.1,0.9,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455567.71736,0.3,,,Vis.,GJCA,U,0.1,0.4,10star,Very thin smoke,,,Z,,,,ALF ORI,,STD,,,,
2455568.54167,0.3,,,Vis.,RNDA,,0.9,0.4,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455568.77292,0.3,,,Vis.,GJCA,,0.1,0.4,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455569.58681,0.4,,,Vis.,PJI,,0.34,0.71,A,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2455569.76181,0.3,,,Vis.,GJCA,,0.1,0.4,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455569.95486,0.4,,,Vis.,PJI,,0.34,0.12,A,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455570.30,0.3,,,Vis.,KSZ,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455570.40,0.8,,,Vis.,BQB,,10,,999999,SZABADSZEMMEL,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455570.57361,0.1,,,Vis.,DMA,,01,04,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455570.5868,0.7,,,Vis.,DJIB,,ALFTAU,BETORI,CS,ALSO USED ALF CMI,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455570.62500,0.2,,,Vis.,SPEA,B,21,01,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455570.71042,0.6,,,Vis.,BBA,,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455571.25,0.2,,,Vis.,SXR,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455571.25,0.2,,,Vis.,KSZ,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455571.288,0.79,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455571.29028,0.9,,,Vis.,KJTA,BU,01,09,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455571.30139,0.6,,,Vis.,VUG,B,02,11,1968/03,Naked eye,,,Z,,,,alf Ori,KNVWS,STD,,,,
2455571.3410,0.5,,,Vis.,LMT,BW,05,11,ATLAS,NAKED EYE,,,Z,,,,ALF ORI,,STD,,,,
2455571.394,0.50,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455572.35208,0.3,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455572.5,0.6,,,Vis.,SYU,,05,11,AREV86,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455572.50000,0.3,,,Vis.,RNDA,,0.1,0.4,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455573.39583,0.2,,,Vis.,TTU,,0.18,0.4,J,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455573.58194,0.6,,,Vis.,CKB,,03,11,SA (1968),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455574.4,0.2,,,Vis.,SPAO,U,03,,680301,Haze,,,Z,,,,ALF ORI,UAI,STD,,,,
2455574.6049,0.3,,,Vis.,AAX,K,01,04,ATLAS,BSC,,,Z,,,,ALF ORI,REA,STD,,,,
2455575.06111,0.6,,,Vis.,SANG,,0.4,0.9,1/96a,half moon in Aries.,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455575.32778,0.2,,,Vis.,SSJA,K,01,09,10-STAR PDF,10-STAR TRAINING PROGRAM,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455575.52431,0.5,,,Vis.,SBN,,03,05,Sa68,,,,Z,,,,ALF ORI,REA,STD,,,,
2455576.439,0.47,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455577.32,0.2,,,Vis.,BQ,,01-10,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455577.40,0.3,,,Vis.,BQ,BW,0.1,1.0,A,naked eye,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455577.41458,0.3,,,Vis.,MVO,,04,03,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455577.5000,0.5,,,Vis.,SGYO,,03,05,101116,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455577.52917,-0.1,,,Vis.,BBA,BU,0.1,,TEN STAR,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2455578.2,0.7,,,Vis.,BNW,B,03,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455578.20,0.2,,,Vis.,BQ,BW,0.1,1.0,A,naked eye,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455578.2778,0.5,,,Vis.,LMT,BW,03,05,ATLAS,NAKED EYE,,,Z,,,,ALF ORI,,STD,,,,
2455578.321,0.61,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455578.40,0.3,,,Vis.,BQ,,01-10,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455578.46736,0.5,,,Vis.,SBN,B,03,05,Sa68,,,,Z,,,,ALF ORI,REA,STD,,,,
2455578.55000,0.2,,,Vis.,BBA,UB,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455578.6,0.8,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455580.20,0.7,,,Vis.,BQB,,10,,999999,SZABADSZEM,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455580.57847,0.7,,,Vis.,CKB,,03,110,SA (1968),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455580.73750,0.3,,,Vis.,GJCA,B,0.1,0.4,10star,moon only 12 deg from procyon,,,Z,,,,ALF ORI,,STD,,,,
2455582.418,0.56,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455582.444,0.3,,,Vis.,MTON,K,E,,SPAVSS,E+5,,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2455582.75347,0.3,,,Vis.,BBA,UB,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455583.70833,0.6,,,Vis.,YBA,,04,09,none,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455584.19,0.3,,,Vis.,BQ,,01-10,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455584.2,0.2,,,Vis.,SPAO,,03,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455584.29861,0.5,,,Vis.,SSJA,K,01,09,10-STAR PDF,10-STAR TRAINING PROGRAM,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455584.3507,0.417,0.022,,CV,KTHA,,NA,,TYCHO2,,1,,Z,,,,ALF ORI,SAAF,STD,,,,
2455584.61111,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455584.6444,0.6,,,Vis.,DJIB,,ALFTAU,BETORI,CS,ALSO USED ALF CMI,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455585.2236,0.8,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455585.3194,0.411,0.013,,CV,KTHA,,NA,,TYCHO2,,1,,Z,,,,ALF ORI,SAAF,STD,,,,
2455585.61458,0.6,,,Vis.,AAP,,04,09,AAVSO 10 STAR,,,,Z,,,,ALF ORI,,STD,,,,
2455585.63715,0.21,.05,,TG,MCBA,,01,,10star_digital,,0,,Z,01,,,ALF ORI,,STD,,,,
2455586.35,0.4,,,Vis.,BQ,,01-05,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455586.6,0.6,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455586.96111,0.36,,,Vis.,SGLE,K,0.36,0.87,otero 2002,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2455586.99931,0.6,,,Vis.,SANG,,0.4,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455587.6042,0.9,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455587.81250,0.7,,,Vis.,CKB,,03,11,SA (1968),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455588.33750,0.3,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455588.41667,0.8,,,Vis.,SDAV,,0.8,,SPA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455588.50000,0.41,,,Vis.,GLFA,,0.1,0.9,10star,"""dear team,These were the first data I obtained, but embreve send more.Hugs to all,Luís F""",,,Z,,,,ALF ORI,,STD,,,,
2455588.66319,0.6,,,Vis.,GJCA,,0.4,0.9,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455589.33958,0.6,,,Vis.,VUG,BU,05,11,1968/03,Naked eye,,,Z,,,,ALF ORI,KNVWS,STD,,,,
2455589.5,0.7,,,Vis.,SYU,,05,11,AREV86,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455590.24,0.5,,,Vis.,BQ,,01-05-10,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455590.4,0.8,,,Vis.,SYU,,05,11,AREV86,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455590.4,0.4,,,Vis.,BNW,,05,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455590.45139,0.55,,,Vis.,GLFA,,0.1,1.6,10star,"""dear team,These were the first data I obtained, but embreve send more.Hugs to all,Luís F""",,,Z,,,,ALF ORI,,STD,,,,
2455591.20,0.4,,,Vis.,BQ,,01-05,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455591.3174,0.4,,,Vis.,LMT,B,03,05,ATLAS,NAKED EYE,,,Z,,,,ALF ORI,,STD,,,,
2455591.44444,0.4,,,Vis.,GLFA,,0.1,1.6,10star,"""hello dears!I'm posting  observation this, but soon will post new observations of  stars variable """,,,Z,,,,ALF ORI,,STD,,,,
2455592.20,0.4,,,Vis.,BQ,,01-05,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455592.25000,0.8,,,Vis.,SDAV,,0.8,,SPA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455592.3,0.6,,,Vis.,BNW,,03,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455592.372,0.72,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455592.4,0.6,,,Vis.,SUS,,05,12,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455592.6,0.6,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455592.69236,0.5,,,Vis.,TRDA,,21,01,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455592.9878,0.42,,,Vis.,SGLE,K,0.36,0.87,otero,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455593.25000,0.9,,,Vis.,KSQ,,05,11,AA054907,,,,Z,,,,ALF ORI,,STD,,,,
2455593.4,0.2,,,Vis.,SPAO,,03,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455593.50347,0.6,,,Vis.,SBN,,05,11,Sab68,,,,Z,,,,ALF ORI,REA,STD,,,,
2455594.35069,0.6,,,Vis.,RZM,,11,17,680301,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455594.62431,0.6,,,Vis.,AAP,,04,09,AAVSO 10 STAR,,,,Z,,,,ALF ORI,,STD,,,,
2455595.385,0.4,,,Vis.,MTON,K,E,C,SPAVSS,"""\""E+4, C-1\""""",,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2455595.55347,0.2,,,Vis.,BBA,UB,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455595.6319,0.6,,,Vis.,DJIB,,ALFTAU,BETORI,CS,ALSO USED ALF CMI,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455596.28889,0.7,,,Vis.,VUG,BU,02,11,1968/03,Naked eye,,,Z,,,,ALF ORI,KNVWS,STD,,,,
2455596.3,0.6,,,Vis.,SYU,,04,09,AAVSO_MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455596.3,0.4,,,Vis.,BNW,,05,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455596.3660,0.473,0.006,,CV,KTHA,,NA,,TYCHO2,,1,,Z,,,,ALF ORI,SAAF,STD,,,,
2455596.50000,0.5,,,Vis.,RNDA,,0.4,0.9,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455596.53611,0.4,,,Vis.,BBA,UB,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455596.6,0.7,,,Vis.,LZT,BW,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455596.63542,0.7,,,Vis.,TDB,,05,11,A1986,,,,Z,,,,ALF ORI,RASC,STD,,,,
2455596.68125,0.2,,,Vis.,WGE,,01,09,10 STAR,Looks bright as Rigel to me!,,,Z,,,,alf Ori,,STD,,,,
2455596.69167,0.6,,,Vis.,TRDA,,01,04,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455597.2361,0.7,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455597.4979,0.5,,,Vis.,AAX,K,04,09,ATLAS,YALE,,,Z,,,,ALF ORI,REA,STD,,,,
2455597.59167,0.6,,,Vis.,CKB,,03,112,SA (1968),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455597.59167,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455598.06667,0.8,,,Vis.,CQS,,01,16,3918bg,,,,Z,,,,ALF ORI,,STD,,,,
2455598.2424,0.6,,,Vis.,ILE,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455598.25000,0.7,,,Vis.,KMO,,04,09,10startutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455598.3,0.2,,,Vis.,SPAO,,03,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455599.23,0.3,,,Vis.,KSZ,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455599.2674,0.5,,,Vis.,SOW,,04,09,10STAR,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455599.29861,0.3,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455599.30,0.7,,,Vis.,BQB,,01,,999999,SZABADSZEMMEL,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455599.62986,0.8,,,Vis.,HUZ,,05,11,SA1968,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455600.23,0.3,,,Vis.,KSZ,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455600.23,0.3,,,Vis.,SXR,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455600.24,0.3,,,Vis.,BQ,,01-10,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455600.2569,0.5,,,Vis.,KBA,K,038,085,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455600.3139,0.4,,,Vis.,LMT,B,03,05,ATLAS,NAKED EYE,,,Z,,,,ALF ORI,,STD,,,,
2455600.60556,0.6,,,Vis.,AAP,,04,09,AAVSO 10 STAR,,,,Z,,,,ALF ORI,,STD,,,,
2455600.63542,0.7,,,Vis.,TDB,,05,11,A1986,,,,Z,,,,ALF ORI,RASC,STD,,,,
2455600.77639,0.6,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455601.24,0.3,,,Vis.,BQ,,01-05,,999999,SZAB. SZEM.,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455601.27431,0.6,,,Vis.,RZM,,11,17,680301,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455601.3,0.4,,,Vis.,BNW,,03,05,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455601.44097,0.3,,,Vis.,GLFA,,0.1,0.9,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455601.6,0.8,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455601.60208,0.9,,,Vis.,HMJA,,0.4,1.2,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455602.22,0.3,,,Vis.,BQ,,01-05,,999999,SZAB.SZEM,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455602.3062,0.5,,,Vis.,SOW,,04,09,10STAR,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455602.31736,0.3,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455602.35278,0.5,,,Vis.,BVS,B,2,11,3342cig,naked eye,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455602.58611,0.2,,,Vis.,BBA,B,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455603.21,0.3,,,Vis.,BQ,,01-05,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455603.21,0.4,,,Vis.,BQ,,01-05,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455603.35,0.6,,,Vis.,BQB,,10,,999999,SZABADSZEMMEL,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455603.4,0.2,,,Vis.,SPAO,B,03,,680301,Moon,,,Z,,,,ALF ORI,UAI,STD,,,,
2455603.60347,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455603.70139,1.0,,,Vis.,WGE,,0.1,0.9,10 star,,,,Z,,,,ALF ORI,,STD,,,,
2455603.73819,0.5,,,Vis.,GJCA,,0.4,0.9,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455604.1910,0.5,,,Vis.,SOW,,04,09,10STAR,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455604.31597,0.3,,,Vis.,SSJA,K,01,09,10-STAR PDF,10-STAR TRAINING PROGRAM,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455604.36389,0.5,,,Vis.,KPAA,B,01,21,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455605.21,0.4,,,Vis.,KTZ,,00,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2455605.23,0.4,,,Vis.,BQ,B,0.1,0.5,A,naked eye,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455605.29,0.4,,,Vis.,BQ,,01-05,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455605.31181,0.35,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455605.3208,0.4,,,Vis.,LMT,B,03,05,ATLAS,NAKED EYE,,,Z,,,,ALF ORI,,STD,,,,
2455605.55972,0.6,,,Vis.,CKB,,03,11,SA (1968),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455605.69514,0.6,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455606.2763,0.6,,,Vis.,DAT,,TYC0187-02184-1,TYC1266-01416-1,K,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455606.55625,0.5,,,Vis.,SET,,0.1,0.9,yyy,,,,Z,,,,ALF ORI,,STD,,,,
2455606.57778,0.5,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455607.3278,0.6,,,Vis.,SOW,,04,09,10STAR,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455607.59167,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455607.64583,0.7,,,Vis.,TDB,,05,11,A1986,,,,Z,,,,ALF ORI,RASC,STD,,,,
2455608.30208,0.8,,,Vis.,SDAV,W,0.8,,SPA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455608.333,0.45,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455609.30139,0.3,,,Vis.,MVO,BU,04,,080101,,,,Z,,,,alf Ori,URSA,STD,,,,
2455609.4333,0.5,,,Vis.,AAX,BK,04,09,ATLAS,MOON TWILIGHT BSC,,,Z,,,,ALF ORI,REA,STD,,,,
2455610.353,0.54,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455610.70486,0.5,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455611.37083,0.6,,,Vis.,BVS,B,2,11,3342cig,naked eye,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455611.46181,0.3,,,Vis.,GLFA,,0.1,0.9,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455611.5,0.8,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455611.50833,0.0,,,Vis.,DMA,,01,04,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455611.65278,0.4,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455612.29236,0.3,,,Vis.,MVO,U,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455612.3,0.2,,,Vis.,SPAO,,03,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455612.52500,0.4,,,Vis.,BBA,UB,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455613.3,0.6,,,Vis.,BNW,,05,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455613.3208,0.5,0.033,,CV,KTHA,,NA,,TYCHO2,,1,,Z,,,,ALF ORI,SAAF,STD,,,,
2455614.2229,0.5,,,Vis.,SOW,,04,09,10STAR,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455614.24583,1.0,,,Vis.,KSQ,,05,11,AA054907,,,,Z,,,,ALF ORI,,STD,,,,
2455614.2586,0.6,,,Vis.,DAT,,TYC0187-02184-1,TYC1266-01416-1,K,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455614.3,0.5,,,Vis.,BNW,,05,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455614.419,0.82,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455615.04028,0.6,,,Vis.,SANG,,0.4,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455615.21181,0.3,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455615.56944,0.2,,,Vis.,VCLA,U,01,04,10star,"""Partly cloudy, ~14 deg. F.""",,,Z,,,,ALF ORI,,STD,,,,
2455616.2,0.6,,,Vis.,BNW,,05,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455616.27778,0.7,,,Vis.,KMO,,0.4,0.9,10startutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455616.5486,1.0,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455617.31389,0.3,,,Vis.,MVO,U,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455617.36806,0.5,,,Vis.,BVS,B,2,11,3342cig,naked eye,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455617.4,0.7,,,Vis.,SYU,,04,09,AAVSO_MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455617.424,0.93,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455617.7,0.6,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455617.9408,0.36,,,Vis.,SGLE,K,0.12,0.36,otero 2002,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455618.57083,0.7,,,Vis.,CKB,,05,11,SA (1968),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455619.00,0.4,,,Vis.,BQ,,01-05,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455619.27,0.4,,,Vis.,BQ,W,0.1,0.5,A,naked eye,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455619.3,0.3,,,Vis.,SPAO,,03,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455619.3,0.8,,,Vis.,REP,,05,11,3-1968,,,,Z,,,,ALF ORI,AJC,STD,,,,
2455619.37222,0.9,,,Vis.,OGJA,,01,09,10star,Clear skies,,,Z,,,,ALF ORI,,STD,,,,
2455620.23,0.5,,,Vis.,KTZ,,00,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2455620.25,0.5,,,Vis.,BQ,,01-10,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455620.250,0.5,,,Vis.,BQ,W,0.1,0.5,A,Naked eye,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455620.25625,0.6,,,Vis.,RZM,,11,17,680301,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455620.26736,0.35,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455620.2764,0.4,,,Vis.,KBA,K,012,04,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455620.3,0.6,,,Vis.,SYU,,04,09,AAVSO_MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455620.339,0.61,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455620.44167,0.8,,,Vis.,OGJA,,01,09,10star,Very clear skies.,,,Z,,,,ALF ORI,,STD,,,,
